65	4231
65	6240
65	6512
65	7046
65	7147
65	7285
65	7514
65	7651
65	8521
65	9431
65	10001
65	11995
65.1	201
65.1	850
65.1	2434
65.1	4302
65.1	4525
65.1	6035
65.1	6559
65.1	10757
65.1	11070
65.2	2685
65.2	4687
65.2	4834
65.2	6626
65.2	7265
65.2	8263
65.2	8405
65.2	9650
65.2	10654
65.2	11662
65.3	863
65.3	1415
65.3	3407
65.3	3958
65.3	5565
65.3	6241
65.3	7959
65.3	8325
65.3	12274
65.3	12321
65.3	12443
65.4	2749
65.4	2817
65.4	3445
65.4	3463
65.4	3543
65.4	4872
65.4	5778
65.4	8057
65.4	9100
65.4	9452
65.4	9782
65.4	9930
65.4	10066
65.5	165
65.5	234
65.5	2879
65.5	5629
65.5	5702
65.5	6716
65.5	7296
65.5	7844
65.5	8283
65.5	9235
65.5	10605
65.5	10913
65.5	12435
65.6	167
65.6	907
65.6	3857
65.6	4319
65.6	4479
65.6	4658
65.6	6664
65.6	9066
65.6	9654
65.7	540
65.7	1280
65.7	2820
65.7	3055
65.7	3597
65.7	3730
65.7	4386
65.7	4693
65.7	5900
65.7	6475
65.7	7053
65.7	7543
65.7	8642
65.7	8980
65.7	9147
65.7	9615
65.7	9714
65.7	9915
65.7	10130
65.7	10172
65.7	10423
65.7	11463
65.7	11934
65.7	11989
65.8	2068
65.8	3896
65.8	4112
65.8	5315
65.8	5815
65.8	6399
65.8	8156
65.8	8412
65.8	8767
65.8	11734
65.9	27
65.9	222
65.9	689
65.9	1420
65.9	2257
65.9	2331
65.9	2425
65.9	2673
65.9	2916
65.9	2945
65.9	3139
65.9	3573
65.9	4037
65.9	5037
65.9	5541
65.9	6060
65.9	6657
65.9	7288
65.9	9429
65.9	9643
65.9	12497
66	1408
66	2247
66	3719
66	4176
66	5293
66	6863
66	7547
66	8825
66	12084
66	12243
66.1	160
66.1	239
66.1	925
66.1	5250
66.1	8185
66.1	11764
66.2	1759
66.2	2414
66.2	2554
66.2	4326
66.2	6066
66.2	6740
66.2	11329
66.3	316
66.3	946
66.3	2210
66.3	2526
66.3	2747
66.3	2823
66.3	2942
66.3	3638
66.3	3746
66.3	3889
66.3	4077
66.3	4244
66.3	4499
66.3	4632
66.3	5158
66.3	5228
66.3	5348
66.3	5480
66.3	5578
66.3	6620
66.3	7481
66.3	7928
66.3	8232
66.3	8634
66.3	9107
66.3	9181
66.3	9360
66.3	9839
66.3	9857
66.3	10245
66.3	10295
66.3	10480
66.3	11592
66.3	12121
66.4	632
66.4	834
66.4	1044
66.4	2038
66.4	2622
66.4	2736
66.4	2768
66.4	2934
66.4	3228
66.4	3280
66.4	3501
66.4	3557
66.4	3804
66.4	4338
66.4	4457
66.4	5000
66.4	5079
66.4	5233
66.4	5678
66.4	6404
66.4	6915
66.4	6949
66.4	6975
66.4	7235
66.4	7381
66.4	7742
66.4	7897
66.4	7950
66.4	8093
66.4	8297
66.4	8353
66.4	8483
66.4	8975
66.4	9908
66.4	10223
66.4	10417
66.4	10584
66.4	10961
66.4	11150
66.4	11434
66.4	11861
66.4	11899
66.4	12015
66.4	12420
66.5	441
66.5	987
66.5	1687
66.5	1882
66.5	3179
66.5	3250
66.5	3553
66.5	5217
66.5	6077
66.5	6189
66.5	6442
66.5	6712
66.5	7148
66.5	7159
66.5	7905
66.5	8092
66.5	8510
66.5	9082
66.5	9274
66.5	9755
66.5	12045
66.5	12058
66.5	12492
66.6	1754
66.6	3177
66.6	3418
66.6	3931
66.6	5374
66.6	6549
66.6	6995
66.6	9467
66.6	10205
66.6	10493
66.6	10957
66.6	11179
66.7	2472
66.7	5013
66.7	6005
66.7	7553
66.7	7688
66.7	9642
66.7	11865
66.8	745
66.8	1675
66.8	3018
66.8	3503
66.8	6161
66.8	8166
66.8	8313
66.8	8321
66.8	8691
66.8	11841
66.9	184
66.9	704
66.9	2236
66.9	2407
66.9	2616
66.9	2691
66.9	2715
66.9	3334
66.9	4021
66.9	4053
66.9	4485
66.9	4486
66.9	4878
66.9	6303
66.9	7613
66.9	7832
66.9	9252
66.9	10502
66.9	11176
66.9	11191
66.9	11780
66.9	12180
67	225
67	2889
67	3382
67	4522
67	4699
67	4956
67	5367
67	6640
67	7131
67	8355
67	8904
67	9453
67	9523
67	10056
67	10510
67	10735
67	11195
67	11741
67	12242
67.1	267
67.1	1079
67.1	1451
67.1	4647
67.1	5213
67.1	5442
67.1	5462
67.1	7033
67.1	7096
67.1	8046
67.1	8270
67.1	8324
67.1	8719
67.1	9227
67.1	12151
67.2	100
67.2	168
67.2	444
67.2	2240
67.2	2248
67.2	2522
67.2	2538
67.2	2594
67.2	2806
67.2	2919
67.2	3883
67.2	4537
67.2	4819
67.2	4928
67.2	5653
67.2	6048
67.2	6199
67.2	7447
67.2	7873
67.2	8695
67.2	8791
67.2	9325
67.2	9984
67.2	10452
67.2	10568
67.2	10800
67.2	12176
67.2	12434
67.3	133
67.3	304
67.3	1669
67.3	1984
67.3	2157
67.3	3419
67.3	3473
67.3	4017
67.3	4075
67.3	4158
67.3	4489
67.3	4604
67.3	4943
67.3	5290
67.3	5319
67.3	5650
67.3	6102
67.3	6136
67.3	6860
67.3	6885
67.3	9026
67.3	9450
67.3	9845
67.3	10158
67.3	10291
67.3	11969
67.4	301
67.4	339
67.4	507
67.4	522
67.4	654
67.4	970
67.4	1142
67.4	1339
67.4	1485
67.4	1630
67.4	2001
67.4	2027
67.4	2050
67.4	2329
67.4	2562
67.4	2779
67.4	2962
67.4	3009
67.4	3432
67.4	3505
67.4	3599
67.4	3774
67.4	3859
67.4	3894
67.4	4051
67.4	4311
67.4	4549
67.4	6625
67.4	7725
67.4	8134
67.4	8207
67.4	8261
67.4	8396
67.4	8426
67.4	8455
67.4	8910
67.4	9840
67.4	9882
67.4	10832
67.4	11212
67.4	11221
67.4	11389
67.4	11739
67.4	12047
67.4	12316
67.4	12359
67.4	12370
67.5	86
67.5	426
67.5	703
67.5	1912
67.5	2413
67.5	2703
67.5	2859
67.5	3048
67.5	3346
67.5	4542
67.5	5210
67.5	6075
67.5	7302
67.5	7457
67.5	7700
67.5	8008
67.5	8549
67.5	8872
67.5	8892
67.5	9426
67.5	10747
67.6	2568
67.6	2612
67.6	2784
67.6	4971
67.6	4979
67.6	5487
67.6	5585
67.6	5592
67.6	6533
67.6	9580
67.6	10567
67.7	2651
67.7	2870
67.7	3499
67.7	4591
67.7	4792
67.7	5363
67.7	6434
67.7	6771
67.7	7527
67.7	7665
67.7	10038
67.7	11262
67.8	191
67.8	537
67.8	572
67.8	701
67.8	723
67.8	933
67.8	1525
67.8	1563
67.8	1876
67.8	2814
67.8	3078
67.8	3170
67.8	3171
67.8	3593
67.8	3690
67.8	4029
67.8	4065
67.8	4892
67.8	4940
67.8	4968
67.8	5437
67.8	5448
67.8	5529
67.8	5575
67.8	5834
67.8	5835
67.8	5837
67.8	5959
67.8	6118
67.8	6131
67.8	6345
67.8	6613
67.8	6744
67.8	6829
67.8	7064
67.8	7353
67.8	7382
67.8	7551
67.8	7662
67.8	7714
67.8	7836
67.8	7986
67.8	8189
67.8	8222
67.8	8254
67.8	8305
67.8	8399
67.8	9174
67.8	9311
67.8	9427
67.8	9483
67.8	9687
67.8	9892
67.8	9902
67.8	10197
67.8	10672
67.8	10925
67.8	11088
67.8	11394
67.8	11555
67.8	11659
67.8	11762
67.8	12187
67.8	12310
67.8	12441
67.9	73
67.9	324
67.9	452
67.9	1192
67.9	1234
67.9	1447
67.9	1467
67.9	1641
67.9	1722
67.9	1816
67.9	1908
67.9	1942
67.9	2343
67.9	2769
67.9	2832
67.9	2858
67.9	2924
67.9	3311
67.9	3721
67.9	3858
67.9	3862
67.9	4601
67.9	5359
67.9	5364
67.9	5435
67.9	5545
67.9	5584
67.9	5711
67.9	5852
67.9	6232
67.9	6267
67.9	6696
67.9	6845
67.9	6884
67.9	7013
67.9	7095
67.9	7164
67.9	7249
67.9	7505
67.9	7517
67.9	7569
67.9	7578
67.9	7615
67.9	7770
67.9	7889
67.9	7934
67.9	8320
67.9	8339
67.9	8341
67.9	8478
67.9	8898
67.9	9136
67.9	9191
67.9	9297
67.9	9301
67.9	9387
67.9	9401
67.9	10453
67.9	11202
67.9	11246
67.9	11530
67.9	11595
67.9	11758
67.9	12281
67.9	12320
67.9	12491
68	164
68	333
68	446
68	644
68	751
68	1502
68	1697
68	1761
68	1787
68	1996
68	2184
68	2332
68	2453
68	2588
68	3106
68	3890
68	5186
68	5259
68	5517
68	5586
68	5893
68	5945
68	6144
68	6218
68	6221
68	6491
68	6543
68	7161
68	7628
68	7777
68	7786
68	8183
68	8440
68	8607
68	8926
68	9616
68	9720
68	9779
68	10415
68	10799
68	11178
68	11424
68	11460
68	11547
68	11608
68	11774
68.1	252
68.1	609
68.1	4379
68.1	4717
68.1	5346
68.1	5571
68.1	5746
68.1	6583
68.1	6950
68.1	7730
68.1	8087
68.1	8175
68.1	9271
68.1	9940
68.1	10599
68.1	12404
68.2	68
68.2	1186
68.2	3044
68.2	3191
68.2	3340
68.2	4129
68.2	4198
68.2	4226
68.2	6574
68.2	6856
68.2	7720
68.2	8765
68.2	8988
68.2	9617
68.2	10867
68.3	630
68.3	868
68.3	939
68.3	2200
68.3	2464
68.3	2963
68.3	3408
68.3	3562
68.3	4477
68.3	5928
68.3	7817
68.3	8088
68.3	10349
68.3	10652
68.3	11250
68.3	11305
68.3	11696
68.4	823
68.4	978
68.4	1080
68.4	1833
68.4	2422
68.4	2469
68.4	2796
68.4	2972
68.4	3064
68.4	3069
68.4	3133
68.4	3145
68.4	3624
68.4	3722
68.4	4088
68.4	4963
68.4	5232
68.4	5506
68.4	6305
68.4	6853
68.4	7062
68.4	8114
68.4	8307
68.4	10663
68.4	10862
68.4	11056
68.4	11214
68.4	11368
68.4	11375
68.5	1794
68.5	2615
68.5	3125
68.5	3847
68.5	3920
68.5	4272
68.5	4462
68.5	5826
68.5	6168
68.5	6210
68.5	8996
68.5	9195
68.5	9804
68.5	11072
68.5	11350
68.6	59
68.6	1255
68.6	1753
68.6	1910
68.6	2363
68.6	3091
68.6	3097
68.6	3497
68.6	3864
68.6	5459
68.6	5522
68.6	5531
68.6	5881
68.6	6586
68.6	6948
68.6	8235
68.6	8247
68.6	8747
68.6	10239
68.6	10296
68.6	10469
68.6	11274
68.6	11517
68.6	12101
68.7	44
68.7	407
68.7	657
68.7	854
68.7	1120
68.7	1125
68.7	1343
68.7	1380
68.7	1411
68.7	1459
68.7	1702
68.7	2561
68.7	3007
68.7	3029
68.7	3914
68.7	3943
68.7	4132
68.7	4202
68.7	4260
68.7	4546
68.7	4611
68.7	4627
68.7	5073
68.7	5223
68.7	5707
68.7	6070
68.7	6335
68.7	6692
68.7	6802
68.7	7040
68.7	7320
68.7	7678
68.7	7691
68.7	7755
68.7	8145
68.7	8858
68.7	9428
68.7	9703
68.7	10011
68.7	10148
68.7	10512
68.7	10541
68.7	11484
68.7	11614
68.8	1064
68.8	1119
68.8	1226
68.8	1599
68.8	1956
68.8	1985
68.8	2067
68.8	2129
68.8	2275
68.8	2539
68.8	3525
68.8	3764
68.8	3790
68.8	3806
68.8	3933
68.8	3936
68.8	4788
68.8	5173
68.8	5219
68.8	5226
68.8	5401
68.8	5503
68.8	5604
68.8	6047
68.8	6172
68.8	6395
68.8	6954
68.8	7534
68.8	7536
68.8	7637
68.8	7947
68.8	8387
68.8	8422
68.8	8578
68.8	8913
68.8	9996
68.8	10005
68.8	10090
68.8	10136
68.8	10313
68.8	10508
68.8	11115
68.8	11226
68.8	11370
68.8	11420
68.8	11967
68.8	12117
68.8	12177
68.8	12223
68.8	12432
68.9	187
68.9	300
68.9	504
68.9	556
68.9	573
68.9	1126
68.9	1493
68.9	1533
68.9	1633
68.9	1741
68.9	1986
68.9	2024
68.9	2375
68.9	2379
68.9	2390
68.9	2567
68.9	2630
68.9	2770
68.9	2949
68.9	2971
68.9	2999
68.9	3066
68.9	3292
68.9	3425
68.9	3430
68.9	3740
68.9	4762
68.9	4913
68.9	4962
68.9	5432
68.9	5564
68.9	5633
68.9	5803
68.9	5841
68.9	5885
68.9	5980
68.9	6071
68.9	6082
68.9	6754
68.9	7078
68.9	7212
68.9	7256
68.9	7744
68.9	7815
68.9	7937
68.9	8084
68.9	8100
68.9	8249
68.9	8403
68.9	8587
68.9	8907
68.9	8941
68.9	8966
68.9	9001
68.9	9034
68.9	9087
68.9	9179
68.9	9288
68.9	9658
68.9	9817
68.9	10081
68.9	10113
68.9	10123
68.9	10237
68.9	10414
68.9	10434
68.9	11133
68.9	11210
68.9	11240
68.9	11784
68.9	12231
68.9	12329
68.9	12395
69	32
69	61
69	372
69	636
69	965
69	1130
69	1189
69	1544
69	1734
69	1850
69	2345
69	2415
69	2484
69	2570
69	2574
69	2618
69	2825
69	3000
69	3035
69	3162
69	3164
69	3313
69	3630
69	4151
69	4256
69	4261
69	4300
69	4317
69	4331
69	4552
69	4624
69	4652
69	4741
69	5913
69	6020
69	6340
69	6585
69	6851
69	6897
69	6939
69	7255
69	7487
69	7656
69	7861
69	7916
69	8484
69	8489
69	8518
69	8542
69	8954
69	9044
69	9292
69	9380
69	9415
69	9609
69	9966
69	10098
69	10126
69	10214
69	10351
69	10905
69	11167
69	11259
69	11304
69	11358
69	11613
69	11695
69	11761
69	11792
69	11945
69	12116
69	12272
69	12360
69	12421
69	12426
69.1	125
69.1	481
69.1	1112
69.1	1483
69.1	1640
69.1	2297
69.1	2664
69.1	2731
69.1	2977
69.1	3485
69.1	3564
69.1	3888
69.1	4122
69.1	4449
69.1	4577
69.1	4874
69.1	5212
69.1	5262
69.1	5304
69.1	5516
69.1	5810
69.1	6326
69.1	6488
69.1	6679
69.1	7190
69.1	7437
69.1	7558
69.1	7737
69.1	8070
69.1	8098
69.1	8379
69.1	8437
69.1	8772
69.1	9403
69.1	9584
69.1	9692
69.1	9740
69.1	10256
69.1	10768
69.1	10782
69.1	11382
69.1	11807
69.1	12122
69.1	12197
69.1	12247
69.1	12369
69.2	653
69.2	1149
69.2	1178
69.2	1393
69.2	2175
69.2	2344
69.2	2918
69.2	3337
69.2	3358
69.2	4023
69.2	4192
69.2	4403
69.2	5383
69.2	5508
69.2	5542
69.2	6820
69.2	7276
69.2	7690
69.2	7764
69.2	8055
69.2	8875
69.2	9790
69.2	9981
69.2	10133
69.2	10528
69.2	10533
69.2	11566
69.2	11718
69.2	11998
69.2	12095
69.2	12385
69.3	120
69.3	204
69.3	260
69.3	384
69.3	538
69.3	635
69.3	648
69.3	692
69.3	999
69.3	1083
69.3	1097
69.3	1220
69.3	1277
69.3	1405
69.3	1478
69.3	1482
69.3	1526
69.3	1578
69.3	1596
69.3	1717
69.3	1730
69.3	1974
69.3	2019
69.3	2055
69.3	2106
69.3	2147
69.3	2162
69.3	3188
69.3	3293
69.3	3316
69.3	3484
69.3	3495
69.3	3536
69.3	3587
69.3	3621
69.3	3747
69.3	3867
69.3	4169
69.3	4170
69.3	4200
69.3	4223
69.3	4494
69.3	4571
69.3	4898
69.3	4921
69.3	4926
69.3	5030
69.3	5129
69.3	5200
69.3	5253
69.3	5434
69.3	5445
69.3	5722
69.3	5784
69.3	5873
69.3	5942
69.3	5973
69.3	6068
69.3	6112
69.3	6162
69.3	6204
69.3	6295
69.3	6301
69.3	6440
69.3	6511
69.3	6614
69.3	6623
69.3	6877
69.3	7001
69.3	7155
69.3	7184
69.3	7282
69.3	7321
69.3	7444
69.3	7466
69.3	7635
69.3	7754
69.3	7862
69.3	8037
69.3	8113
69.3	8447
69.3	8496
69.3	8499
69.3	8529
69.3	8553
69.3	8595
69.3	8639
69.3	8786
69.3	8797
69.3	9041
69.3	9086
69.3	9177
69.3	9219
69.3	9310
69.3	9602
69.3	9645
69.3	9706
69.3	9741
69.3	9799
69.3	9859
69.3	9865
69.3	9870
69.3	10104
69.3	10164
69.3	10209
69.3	10476
69.3	10617
69.3	10682
69.3	10839
69.3	10993
69.3	11044
69.3	11073
69.3	11149
69.3	11158
69.3	11406
69.3	11442
69.3	11675
69.3	11683
69.3	11944
69.3	12240
69.3	12307
69.3	12345
69.4	2
69.4	37
69.4	107
69.4	173
69.4	213
69.4	245
69.4	308
69.4	322
69.4	342
69.4	388
69.4	470
69.4	512
69.4	523
69.4	560
69.4	680
69.4	794
69.4	960
69.4	994
69.4	1070
69.4	1111
69.4	1118
69.4	1304
69.4	1449
69.4	1645
69.4	1731
69.4	1844
69.4	1932
69.4	2002
69.4	2037
69.4	2077
69.4	2082
69.4	2179
69.4	2380
69.4	2438
69.4	2649
69.4	2766
69.4	2897
69.4	2926
69.4	3192
69.4	3202
69.4	3252
69.4	3260
69.4	3319
69.4	3450
69.4	3464
69.4	3668
69.4	3703
69.4	3734
69.4	3749
69.4	3754
69.4	3998
69.4	4003
69.4	4032
69.4	4369
69.4	4381
69.4	4427
69.4	4428
69.4	4467
69.4	4472
69.4	4602
69.4	4706
69.4	4845
69.4	4957
69.4	5035
69.4	5097
69.4	5133
69.4	5194
69.4	5384
69.4	5393
69.4	5540
69.4	5548
69.4	5602
69.4	5637
69.4	5638
69.4	5697
69.4	5726
69.4	5756
69.4	5804
69.4	5844
69.4	5884
69.4	6019
69.4	6095
69.4	6132
69.4	6285
69.4	6302
69.4	6478
69.4	6487
69.4	6504
69.4	6557
69.4	6567
69.4	6868
69.4	6903
69.4	6918
69.4	6924
69.4	7081
69.4	7191
69.4	7223
69.4	7229
69.4	7239
69.4	7358
69.4	7365
69.4	7421
69.4	7452
69.4	7463
69.4	7621
69.4	7633
69.4	7747
69.4	7795
69.4	7816
69.4	7921
69.4	7935
69.4	8045
69.4	8048
69.4	8075
69.4	8138
69.4	8157
69.4	8161
69.4	8178
69.4	8180
69.4	8211
69.4	8242
69.4	8291
69.4	8294
69.4	8338
69.4	8358
69.4	8524
69.4	8628
69.4	8714
69.4	8726
69.4	8730
69.4	8848
69.4	8859
69.4	9110
69.4	9341
69.4	9458
69.4	9465
69.4	9473
69.4	9486
69.4	9510
69.4	9551
69.4	9576
69.4	9606
69.4	9649
69.4	9787
69.4	9801
69.4	9806
69.4	9871
69.4	9886
69.4	9967
69.4	10252
69.4	10332
69.4	10648
69.4	10687
69.4	10714
69.4	10848
69.4	10947
69.4	10951
69.4	10977
69.4	10980
69.4	11038
69.4	11052
69.4	11116
69.4	11199
69.4	11207
69.4	11253
69.4	11357
69.4	11363
69.4	11543
69.4	11553
69.4	11559
69.4	11587
69.4	11779
69.4	11787
69.4	11795
69.4	11819
69.4	11829
69.4	11921
69.4	11936
69.4	11949
69.4	11950
69.4	11961
69.4	12038
69.4	12061
69.4	12066
69.4	12128
69.4	12137
69.4	12178
69.4	12246
69.4	12302
69.4	12313
69.4	12375
69.4	12451
69.4	12485
69.5	121
69.5	193
69.5	320
69.5	337
69.5	485
69.5	548
69.5	593
69.5	679
69.5	861
69.5	937
69.5	1037
69.5	1305
69.5	1330
69.5	1551
69.5	1684
69.5	1693
69.5	1711
69.5	1763
69.5	2034
69.5	2076
69.5	2079
69.5	2085
69.5	2109
69.5	2111
69.5	2284
69.5	2293
69.5	2507
69.5	2521
69.5	2557
69.5	2633
69.5	2713
69.5	2890
69.5	2914
69.5	2922
69.5	3070
69.5	3244
69.5	3400
